Design ; Data Path (ps) ;  Freq (MHz) ;  Cell Area ; Total Area ; Total Power(uW)
Signal ;6012 ; 166.33399866932801000000 ; 1093.549 ; 2244.376 ; 252.46099999999998431122
Signal ;6274 ; 159.38795027095951000000 ; 1083.539 ; 2230.972 ; 252.48399999999998044586
Signal ;6274 ; 159.38795027095951000000 ; 1083.539 ; 2230.972 ; 252.48399999999998044586
Signal ;6198 ; 161.34236850596966000000 ; 1106.061 ; 2258.541 ; 252.03299999999998703970
Signal ;5915 ; 169.06170752324598000000 ; 1106.061 ; 2256.801 ; 252.01100000000002410161
Signal ;5915 ; 169.06170752324598000000 ; 1106.061 ; 2256.801 ; 252.01100000000002410161
Signal ;5915 ; 169.06170752324598000000 ; 1103.558 ; 2254.298 ; 251.73600000000001841727
Signal ;5915 ; 169.06170752324598000000 ; 1103.558 ; 2254.298 ; 251.73600000000001841727
Signal ;5915 ; 169.06170752324598000000 ; 1103.558 ; 2254.298 ; 251.73600000000001841727
Signal ;5915 ; 169.06170752324598000000 ; 1103.558 ; 2254.298 ; 251.73600000000001841727
Signal ;5915 ; 169.06170752324598000000 ; 1103.558 ; 2254.298 ; 251.73600000000001841727
Signal ;5915 ; 169.06170752324598000000 ; 1103.558 ; 2254.298 ; 251.73600000000001841727
Signal ;5915 ; 169.06170752324598000000 ; 1103.558 ; 2254.298 ; 251.73600000000001841727
Signal ;5915 ; 169.06170752324598000000 ; 1103.558 ; 2254.298 ; 251.73600000000001841727
Signal ;5915 ; 169.06170752324598000000 ; 1103.558 ; 2254.298 ; 251.73600000000001841727
Signal ;5915 ; 169.06170752324598000000 ; 1103.558 ; 2254.298 ; 251.73600000000001841727
Signal ;5915 ; 169.06170752324598000000 ; 1103.558 ; 2254.298 ; 251.73600000000001841727
Signal ;5915 ; 169.06170752324598000000 ; 1103.558 ; 2254.298 ; 251.73600000000001841727
Signal ;5915 ; 169.06170752324598000000 ; 1103.558 ; 2254.298 ; 251.73600000000001841727
Signal ;5915 ; 169.06170752324598000000 ; 1103.558 ; 2254.298 ; 251.73600000000001841727
Signal ;5915 ; 169.06170752324598000000 ; 1103.558 ; 2254.298 ; 251.73600000000001841727
Signal ;5915 ; 169.06170752324598000000 ; 1103.558 ; 2254.298 ; 251.73600000000001841727
Signal ;5915 ; 169.06170752324598000000 ; 1103.558 ; 2254.298 ; 251.73600000000001841727
Signal ;5915 ; 169.06170752324598000000 ; 1103.558 ; 2254.298 ; 251.73600000000001841727
Signal ;5915 ; 169.06170752324598000000 ; 1103.558 ; 2254.298 ; 251.73600000000001841727
Signal ;5915 ; 169.06170752324598000000 ; 1103.558 ; 2254.298 ; 251.73600000000001841727
Signal ;5999 ; 166.69444907484580000000 ; 1086.042 ; 2126.354 ; 256.88399999999995770850
Signal ;5854 ; 170.82336863682951000000 ; 1106.061 ; 2256.801 ; 252.07900000000000773070
Signal ;5800 ; 172.41379310344827000000 ; 1048.506 ; 2073.677 ; 250.72099999999997521627
Signal ;5698 ; 175.50017550017550000000 ; 1091.046 ; 2128.139 ; 255.84199999999998453859
Signal ;5568 ; 179.59770114942528000000 ; 1117.322 ; 2286.510 ; 253.37899999999996225597
Signal ;5499 ; 181.85124568103291000000 ; 1127.331 ; 2257.187 ; 257.56499999999999772626
Signal ;5395 ; 185.35681186283595000000 ; 1136.090 ; 2333.907 ; 254.83500000000003637979
Signal ;5298 ; 188.75047187617969000000 ; 1108.563 ; 2212.835 ; 259.03999999999996362021
Signal ;5200 ; 192.30769230769230000000 ; 1092.298 ; 2211.537 ; 256.65699999999998226485
Signal ;5100 ; 196.07843137254901000000 ; 1154.858 ; 2328.397 ; 260.61799999999999499778
Signal ;4993 ; 200.28039254956939000000 ; 1142.346 ; 2299.090 ; 260.96799999999996089173
Signal ;4899 ; 204.12329046744233000000 ; 1146.099 ; 2311.110 ; 259.77199999999999135980
Signal ;4800 ; 208.33333333333333000000 ; 1333.779 ; 2639.761 ; 272.61000000000001364242
Signal ;4605 ; 217.15526601520086000000 ; 1166.118 ; 2400.832 ; 258.69100000000003092282
Signal ;4597 ; 217.53317380900587000000 ; 1143.597 ; 2296.686 ; 257.95600000000001728040
Signal ;4500 ; 222.22222222222222000000 ; 1273.722 ; 2575.875 ; 269.87900000000001909939
Signal ;4400 ; 227.27272727272727000000 ; 1191.142 ; 2388.960 ; 261.06000000000000227374
Signal ;4300 ; 232.55813953488372000000 ; 1306.253 ; 2618.326 ; 270.50200000000000954969
Signal ;4200 ; 238.09523809523809000000 ; 1326.272 ; 2648.526 ; 279.04999999999995452526
Signal ;4099 ; 243.96194193705781000000 ; 1271.219 ; 2547.789 ; 270.26900000000000545697
Signal ;3996 ; 250.25025025025025000000 ; 1169.872 ; 2374.651 ; 266.10899999999998044586
Signal ;3900 ; 256.41025641025641000000 ; 1254.954 ; 2559.021 ; 264.92500000000001136868
Signal ;3799 ; 263.22716504343248000000 ; 1197.398 ; 2494.504 ; 256.19299999999998362910
Signal ;3695 ; 270.63599458728010000000 ; 1194.896 ; 2480.254 ; 261.05299999999999727152
Signal ;3600 ; 277.77777777777777000000 ; 1325.021 ; 2666.419 ; 276.04599999999999226930
Signal ;3491 ; 286.45087367516470000000 ; 1261.210 ; 2544.828 ; 271.80799999999999272404
Signal ;3400 ; 294.11764705882352000000 ; 1333.779 ; 2693.278 ; 276.57099999999996953193
Signal ;3298 ; 303.21406913280776000000 ; 1231.181 ; 2578.758 ; 265.69200000000000727596
Signal ;3193 ; 313.18509238960225000000 ; 1206.157 ; 2462.799 ; 266.23099999999999454303
Signal ;3100 ; 322.58064516129032000000 ; 1320.016 ; 2681.168 ; 277.56700000000000727596
Signal ;3000 ; 333.33333333333333000000 ; 1327.523 ; 2735.665 ; 275.41199999999997771738
Signal ;2889 ; 346.14053305642090000000 ; 1241.190 ; 2588.071 ; 272.05200000000002091838
Signal ;2796 ; 357.65379113018597000000 ; 1283.731 ; 2645.666 ; 280.57100000000002637535
Signal ;2699 ; 370.50759540570581000000 ; 1405.098 ; 2863.363 ; 295.38499999999999090505
Signal ;2600 ; 384.61538461538461000000 ; 1408.851 ; 2924.462 ; 285.94200000000000727596
Signal ;2498 ; 400.32025620496397000000 ; 1361.306 ; 2812.783 ; 277.29000000000002046363
Signal ;2400 ; 416.66666666666666000000 ; 1390.083 ; 2872.105 ; 283.65199999999998681233
Signal ;2297 ; 435.35045711797997000000 ; 1665.347 ; 3316.534 ; 299.59100000000000818545
Signal ;2195 ; 455.58086560364464000000 ; 1621.555 ; 3352.886 ; 301.05299999999999727152
Signal ;2099 ; 476.41734159123392000000 ; 1431.373 ; 2962.212 ; 290.27499999999997726263
Signal ;2000 ; 500.00000000000000000000 ; 1706.637 ; 3337.287 ; 318.04700000000002546585
Signal ;1896 ; 527.42616033755274000000 ; 1785.462 ; 3625.045 ; 320.40399999999999636202
Signal ;1800 ; 555.55555555555555000000 ; 2061.978 ; 4056.802 ; 351.11500000000000909495
Signal ;1700 ; 588.23529411764705000000 ; 1913.085 ; 3741.442 ; 346.61700000000001864464
Signal ;1600 ; 625.00000000000000000000 ; 2217.126 ; 4175.664 ; 380.75400000000001909939
Signal ;1500 ; 666.66666666666666000000 ; 2452.352 ; 4758.444 ; 407.95199999999999818101
Signal ;1400 ; 714.28571428571428000000 ; 2597.491 ; 5047.948 ; 401.16300000000001091394
Signal ;1390 ; 719.42446043165467000000 ; 2747.635 ; 5267.185 ; 415.29000000000002046363
