 ; Genus ; Genus ; Innovus ; Genus ; Innovus ; Genus ; ; ; Innovus ; ; ; ; Genus ; ; ; ; Innovus ; ; ; ;
Design ; Slack (ps) ; Data Path (ps) ; Arrival (ps); Freq (MHz) ; Freq (MHz) ; Cell Count ; Cell Area ; Total Area ; Cell Count ; Cell Area ; Total Cell Count ; Total Area ; Power Unit ; Power Mult ; Total Power; Total Power(uW); Power Unit ; Power Mult ; Total Power ; Total Power(uW)
Signal ;6 ; 12494 ; 12471.000 ; 80.03841844085160000000 ; 80.18603159329644775000 ; 46 ; 728.198 ; 1228.297 ; 44 ; 725.696 ; 111 ; 1046.003 ; W ; 0 ; 2.10787e-04 ; 210,78700000000000613909 ; 1mW ; -3 ; 0.19821976 ; 198.21976000000000000000
Signal ;36 ; 12364 ; 12366.000 ; 80.87997411840828000000 ; 80.86689309396732977000 ; 49 ; 713.184 ; 1228.250 ; 49 ; 731.952 ; 107 ; 1032.240 ; W ; 0 ; 2.11043e-04 ; 211,04300000000000636646 ; 1mW ; -3 ; 0.20083647 ; 200.83647000000000000000
Signal ;12 ; 12288 ; 12288.000 ; 81.38020833333333000000 ; 81.38020833333333333000 ; 46 ; 729.450 ; 1234.421 ; 46 ; 734.454 ; 110 ; 1046.003 ; W ; 0 ; 2.12456e-04 ; 212,45599999999998885869 ; 1mW ; -3 ; 0.20132972 ; 201.32972000000000000000
Signal ;9 ; 12191 ; 12189.000 ; 82.02772537117545000000 ; 82.04118467470670276000 ; 51 ; 730.701 ; 1257.514 ; 51 ; 743.213 ; 117 ; 1046.003 ; W ; 0 ; 2.12449e-04 ; 212,44900000000001227818 ; 1mW ; -3 ; 0.20113176 ; 201.13176000000000000000
Signal ;4 ; 12096 ; 12089.000 ; 82.67195767195767000000 ; 82.71982794275787906000 ; 53 ; 750.720 ; 1284.408 ; 51 ; 764.483 ; 117 ; 1081.037 ; W ; 0 ; 2.13144e-04 ; 213,14399999999997703526 ; 1mW ; -3 ; 0.20325290 ; 203.25290000000000000000
Signal ;6 ; 11994 ; 11977.000 ; 83.37502084375521000000 ; 83.49336227769892293000 ; 57 ; 753.222 ; 1305.358 ; 55 ; 750.720 ; 122 ; 1081.037 ; W ; 0 ; 2.13572e-04 ; 213,57200000000000272848 ; 1mW ; -3 ; 0.20057626 ; 200.57626000000000000000
Signal ;16 ; 11884 ; 11857.000 ; 84.14675193537529000000 ; 84.33836552247617441000 ; 63 ; 739.459 ; 1316.657 ; 63 ; 741.962 ; 143 ; 1059.766 ; W ; 0 ; 2.14485e-04 ; 214,48499999999998522071 ; 1mW ; -3 ; 0.20069912 ; 200.69912000000000000000
Signal ;2 ; 11798 ; 11766.000 ; 84.76012883539582000000 ; 84.99065102838687744000 ; 59 ; 784.502 ; 1343.252 ; 57 ; 774.493 ; 137 ; 1126.080 ; W ; 0 ; 2.19117e-04 ; 219,11700000000001864464 ; 1mW ; -3 ; 0.20529268 ; 205.29268000000000000000
Signal ;5 ; 11695 ; 11681.000 ; 85.50662676357417000000 ; 85.60910880917729646000 ; 64 ; 779.498 ; 1360.176 ; 62 ; 776.995 ; 136 ; 1126.080 ; W ; 0 ; 2.16276e-04 ; 216,27600000000001045919 ; 1mW ; -3 ; 0.20339877 ; 203.39877000000000000000
Signal ;4 ; 11596 ; 11518.000 ; 86.23663332183511000000 ; 86.82062858135092898000 ; 67 ; 761.981 ; 1357.713 ; 67 ; 764.483 ; 137 ; 1096.051 ; W ; 0 ; 2.16058e-04 ; 216,05800000000002114575 ; 1mW ; -3 ; 0.20247004 ; 202.47004000000000000000
Signal ;6 ; 11494 ; 11491.000 ; 87.00191404210892000000 ; 87.02462796971542946000 ; 64 ; 798.266 ; 1378.944 ; 62 ; 795.763 ; 130 ; 1141.094 ; W ; 0 ; 2.18789e-04 ; 218,78899999999998726707 ; 1mW ; -3 ; 0.20546963 ; 205.46963000000000000000
Signal ;1 ; 11399 ; 11341.000 ; 87.72699359592946000000 ; 88.17564588660611938000 ; 70 ; 809.526 ; 1415.353 ; 68 ; 799.517 ; 156 ; 1171.123 ; W ; 0 ; 2.21507e-04 ; 221,50700000000000500222 ; 1mW ; -3 ; 0.20707880 ; 207.07880000000000000000
Signal ;1 ; 11299 ; 11249.000 ; 88.50340738118417000000 ; 88.89679082585118677000 ; 67 ; 817.034 ; 1412.766 ; 65 ; 799.517 ; 149 ; 1171.123 ; W ; 0 ; 2.20981e-04 ; 220,98099999999999454303 ; 1mW ; -3 ; 0.20627057 ; 206.27057000000000000000
Signal ;2140 ; 9060 ; 9125.000 ; 110.37527593818984000000 ; 109.58904109589041095000 ; 114 ; 880.845 ; 1716.228 ; 114 ; 880.845 ; 193 ; 1268.717 ; W ; 0 ; 2.32205e-04 ; 232,20500000000001250555 ; 1mW ; -3 ; 0.21896933 ; 218.96933000000000000000
Signal ;2040 ; 9060 ; 9125.000 ; 110.37527593818984000000 ; 109.58904109589041095000 ; 114 ; 880.845 ; 1716.228 ; 114 ; 880.845 ; 193 ; 1268.717 ; W ; 0 ; 2.32205e-04 ; 232,20500000000001250555 ; 1mW ; -3 ; 0.21896933 ; 218.96933000000000000000
Signal ;1940 ; 9060 ; 9125.000 ; 110.37527593818984000000 ; 109.58904109589041095000 ; 114 ; 880.845 ; 1716.228 ; 114 ; 880.845 ; 193 ; 1268.717 ; W ; 0 ; 2.32205e-04 ; 232,20500000000001250555 ; 1mW ; -3 ; 0.21896933 ; 218.96933000000000000000
Signal ;1840 ; 9060 ; 9125.000 ; 110.37527593818984000000 ; 109.58904109589041095000 ; 114 ; 880.845 ; 1716.228 ; 114 ; 880.845 ; 193 ; 1268.717 ; W ; 0 ; 2.32205e-04 ; 232,20500000000001250555 ; 1mW ; -3 ; 0.21896933 ; 218.96933000000000000000
Signal ;1740 ; 9060 ; 9125.000 ; 110.37527593818984000000 ; 109.58904109589041095000 ; 114 ; 880.845 ; 1716.228 ; 114 ; 880.845 ; 193 ; 1268.717 ; W ; 0 ; 2.32205e-04 ; 232,20500000000001250555 ; 1mW ; -3 ; 0.21896933 ; 218.96933000000000000000
Signal ;1640 ; 9060 ; 9125.000 ; 110.37527593818984000000 ; 109.58904109589041095000 ; 114 ; 880.845 ; 1716.228 ; 114 ; 880.845 ; 193 ; 1268.717 ; W ; 0 ; 2.32205e-04 ; 232,20500000000001250555 ; 1mW ; -3 ; 0.21896933 ; 218.96933000000000000000
Signal ;1540 ; 9060 ; 9125.000 ; 110.37527593818984000000 ; 109.58904109589041095000 ; 114 ; 880.845 ; 1716.228 ; 114 ; 880.845 ; 193 ; 1268.717 ; W ; 0 ; 2.32205e-04 ; 232,20500000000001250555 ; 1mW ; -3 ; 0.21896933 ; 218.96933000000000000000
Signal ;1440 ; 9060 ; 9125.000 ; 110.37527593818984000000 ; 109.58904109589041095000 ; 114 ; 880.845 ; 1716.228 ; 114 ; 880.845 ; 193 ; 1268.717 ; W ; 0 ; 2.32205e-04 ; 232,20500000000001250555 ; 1mW ; -3 ; 0.21896933 ; 218.96933000000000000000
Signal ;1340 ; 9060 ; 9125.000 ; 110.37527593818984000000 ; 109.58904109589041095000 ; 114 ; 880.845 ; 1716.228 ; 114 ; 880.845 ; 193 ; 1268.717 ; W ; 0 ; 2.32205e-04 ; 232,20500000000001250555 ; 1mW ; -3 ; 0.21896933 ; 218.96933000000000000000
Signal ;1083 ; 9217 ; 9245.000 ; 108.49517196484756000000 ; 108.16657652785289345000 ; 115 ; 883.347 ; 1722.124 ; 115 ; 883.347 ; 200 ; 1268.717 ; W ; 0 ; 2.32024e-04 ; 232,02400000000000090949 ; 1mW ; -3 ; 0.21873102 ; 218.73102000000000000000
Signal ;983 ; 9217 ; 9245.000 ; 108.49517196484756000000 ; 108.16657652785289345000 ; 115 ; 883.347 ; 1722.124 ; 115 ; 883.347 ; 200 ; 1268.717 ; W ; 0 ; 2.32024e-04 ; 232,02400000000000090949 ; 1mW ; -3 ; 0.21873102 ; 218.73102000000000000000
Signal ;883 ; 9217 ; 9245.000 ; 108.49517196484756000000 ; 108.16657652785289345000 ; 115 ; 883.347 ; 1722.124 ; 115 ; 883.347 ; 200 ; 1268.717 ; W ; 0 ; 2.32024e-04 ; 232,02400000000000090949 ; 1mW ; -3 ; 0.21873102 ; 218.73102000000000000000
Signal ;783 ; 9217 ; 9245.000 ; 108.49517196484756000000 ; 108.16657652785289345000 ; 115 ; 883.347 ; 1722.124 ; 115 ; 883.347 ; 200 ; 1268.717 ; W ; 0 ; 2.32024e-04 ; 232,02400000000000090949 ; 1mW ; -3 ; 0.21873102 ; 218.73102000000000000000
Signal ;683 ; 9217 ; 9245.000 ; 108.49517196484756000000 ; 108.16657652785289345000 ; 115 ; 883.347 ; 1722.124 ; 115 ; 883.347 ; 200 ; 1268.717 ; W ; 0 ; 2.32024e-04 ; 232,02400000000000090949 ; 1mW ; -3 ; 0.21873102 ; 218.73102000000000000000
Signal ;583 ; 9217 ; 9245.000 ; 108.49517196484756000000 ; 108.16657652785289345000 ; 115 ; 883.347 ; 1722.124 ; 115 ; 883.347 ; 200 ; 1268.717 ; W ; 0 ; 2.32024e-04 ; 232,02400000000000090949 ; 1mW ; -3 ; 0.21873102 ; 218.73102000000000000000
Signal ;483 ; 9217 ; 9245.000 ; 108.49517196484756000000 ; 108.16657652785289345000 ; 115 ; 883.347 ; 1722.124 ; 115 ; 883.347 ; 200 ; 1268.717 ; W ; 0 ; 2.32024e-04 ; 232,02400000000000090949 ; 1mW ; -3 ; 0.21873102 ; 218.73102000000000000000
Signal ;303 ; 9297 ; 9235.000 ; 107.56157900397977000000 ; 108.28370330265295073000 ; 116 ; 883.347 ; 1725.518 ; 116 ; 883.347 ; 214 ; 1268.717 ; W ; 0 ; 2.28763e-04 ; 228,76300000000000522959 ; 1mW ; -3 ; 0.21456614 ; 214.56614000000000000000
Signal ;203 ; 9297 ; 9234.000 ; 107.56157900397977000000 ; 108.29542993285683344000 ; 116 ; 883.347 ; 1725.518 ; 116 ; 883.347 ; 214 ; 1268.717 ; W ; 0 ; 2.28496e-04 ; 228,49599999999998090061 ; 1mW ; -3 ; 0.21427133 ; 214.27133000000000000000
Signal ;161 ; 9239 ; 9283.000 ; 108.23682216690117000000 ; 107.72379618657761499000 ; 116 ; 884.598 ; 1728.422 ; 116 ; 884.598 ; 218 ; 1268.717 ; W ; 0 ; 2.29132e-04 ; 229,13200000000000500222 ; 1mW ; -3 ; 0.21543615 ; 215.43615000000000000000
Signal ;209 ; 9091 ; 9210.000 ; 109.99890001099989000000 ; 108.57763300760043431000 ; 114 ; 880.845 ; 1719.534 ; 114 ; 880.845 ; 208 ; 1268.717 ; W ; 0 ; 2.32342e-04 ; 232,34199999999998453859 ; 1mW ; -3 ; 0.21970014 ; 219.70014000000000000000
Signal ;109 ; 9091 ; 9197.000 ; 109.99890001099989000000 ; 108.73110796999021420000 ; 114 ; 880.845 ; 1719.534 ; 114 ; 880.845 ; 208 ; 1268.717 ; W ; 0 ; 2.32342e-04 ; 232,34199999999998453859 ; 1mW ; -3 ; 0.21949923 ; 219.49923000000000000000
Signal ;9 ; 9091 ; 9052.000 ; 109.99890001099989000000 ; 110.47282368537339814000 ; 114 ; 880.845 ; 1719.534 ; 114 ; 888.352 ; 212 ; 1268.717 ; W ; 0 ; 2.32342e-04 ; 232,34199999999998453859 ; 1mW ; -3 ; 0.22104503 ; 221.04503000000000000000
Signal ;2964 ; 6036 ; 6063.000 ; 165.67263088137839000000 ; 164.93485073396008576000 ; 177 ; 1086.042 ; 2233.562 ; 177 ; 1086.042 ; 295 ; 1558.995 ; W ; 0 ; 2.49979e-04 ; 249,97900000000001341505 ; 1mW ; -3 ; 0.23614824 ; 236.14824000000000000000
Signal ;28 ; 8872 ; 8895.000 ; 112.71415689810640000000 ; 112.42270938729623383000 ; 113 ; 888.352 ; 1715.381 ; 113 ; 888.352 ; 209 ; 1284.982 ; W ; 0 ; 2.32571e-04 ; 232,57099999999999795364 ; 1mW ; -3 ; 0.21863153 ; 218.63153000000000000000
Signal ;19 ; 8781 ; 8716.000 ; 113.88224575788634000000 ; 114.73152822395594309000 ; 122 ; 903.366 ; 1765.812 ; 118 ; 888.352 ; 206 ; 1301.248 ; W ; 0 ; 2.34446e-04 ; 234,44599999999999795364 ; 1mW ; -3 ; 0.21798265 ; 217.98265000000000000000
Signal ;19 ; 8681 ; 8633.000 ; 115.19410206197442000000 ; 115.83458820803892042000 ; 122 ; 899.613 ; 1766.932 ; 122 ; 902.115 ; 213 ; 1301.248 ; W ; 0 ; 2.34349e-04 ; 234,34899999999998954081 ; 1mW ; -3 ; 0.22136528 ; 221.36528000000000000000
Signal ;2588 ; 6012 ; 6095.000 ; 166.33399866932801000000 ; 164.06890894175553732000 ; 177 ; 1093.549 ; 2244.376 ; 177 ; 1093.549 ; 286 ; 1576.512 ; W ; 0 ; 2.52461e-04 ; 252,46099999999998431122 ; 1mW ; -3 ; 0.23890749 ; 238.90749000000000000000
Signal ;2226 ; 6274 ; 6306.000 ; 159.38795027095951000000 ; 158.57913098636219473000 ; 176 ; 1083.539 ; 2230.972 ; 176 ; 1083.539 ; 288 ; 1558.995 ; W ; 0 ; 2.52484e-04 ; 252,48399999999998044586 ; 1mW ; -3 ; 0.23807573 ; 238.07573000000000000000
Signal ;2126 ; 6274 ; 6306.000 ; 159.38795027095951000000 ; 158.57913098636219473000 ; 176 ; 1083.539 ; 2230.972 ; 176 ; 1083.539 ; 288 ; 1558.995 ; W ; 0 ; 2.52484e-04 ; 252,48399999999998044586 ; 1mW ; -3 ; 0.23807573 ; 238.07573000000000000000
Signal ;2102 ; 6198 ; 6346.000 ; 161.34236850596966000000 ; 157.57957768673179955000 ; 177 ; 1106.061 ; 2258.541 ; 177 ; 1106.061 ; 293 ; 1594.029 ; W ; 0 ; 2.52033e-04 ; 252,03299999999998703970 ; 1mW ; -3 ; 0.23885496 ; 238.85496000000000000000
Signal ;2285 ; 5915 ; 6008.000 ; 169.06170752324598000000 ; 166.44474034620505992000 ; 176 ; 1106.061 ; 2256.801 ; 176 ; 1106.061 ; 301 ; 1594.029 ; W ; 0 ; 2.52011e-04 ; 252,01100000000002410161 ; 1mW ; -3 ; 0.23927663 ; 239.27663000000000000000
Signal ;2185 ; 5915 ; 6008.000 ; 169.06170752324598000000 ; 166.44474034620505992000 ; 176 ; 1106.061 ; 2256.801 ; 176 ; 1106.061 ; 301 ; 1594.029 ; W ; 0 ; 2.52011e-04 ; 252,01100000000002410161 ; 1mW ; -3 ; 0.23927663 ; 239.27663000000000000000
Signal ;2085 ; 5915 ; 6020.000 ; 169.06170752324598000000 ; 166.11295681063122923000 ; 176 ; 1103.558 ; 2254.298 ; 176 ; 1103.558 ; 291 ; 1576.512 ; W ; 0 ; 2.51736e-04 ; 251,73600000000001841727 ; 1mW ; -3 ; 0.23836561 ; 238.36561000000000000000
Signal ;1985 ; 5915 ; 6020.000 ; 169.06170752324598000000 ; 166.11295681063122923000 ; 176 ; 1103.558 ; 2254.298 ; 176 ; 1103.558 ; 291 ; 1576.512 ; W ; 0 ; 2.51736e-04 ; 251,73600000000001841727 ; 1mW ; -3 ; 0.23836561 ; 238.36561000000000000000
Signal ;1885 ; 5915 ; 6020.000 ; 169.06170752324598000000 ; 166.11295681063122923000 ; 176 ; 1103.558 ; 2254.298 ; 176 ; 1103.558 ; 291 ; 1576.512 ; W ; 0 ; 2.51736e-04 ; 251,73600000000001841727 ; 1mW ; -3 ; 0.23836561 ; 238.36561000000000000000
Signal ;1785 ; 5915 ; 6020.000 ; 169.06170752324598000000 ; 166.11295681063122923000 ; 176 ; 1103.558 ; 2254.298 ; 176 ; 1103.558 ; 291 ; 1576.512 ; W ; 0 ; 2.51736e-04 ; 251,73600000000001841727 ; 1mW ; -3 ; 0.23836561 ; 238.36561000000000000000
Signal ;1685 ; 5915 ; 6020.000 ; 169.06170752324598000000 ; 166.11295681063122923000 ; 176 ; 1103.558 ; 2254.298 ; 176 ; 1103.558 ; 291 ; 1576.512 ; W ; 0 ; 2.51736e-04 ; 251,73600000000001841727 ; 1mW ; -3 ; 0.23836561 ; 238.36561000000000000000
Signal ;1585 ; 5915 ; 6020.000 ; 169.06170752324598000000 ; 166.11295681063122923000 ; 176 ; 1103.558 ; 2254.298 ; 176 ; 1103.558 ; 291 ; 1576.512 ; W ; 0 ; 2.51736e-04 ; 251,73600000000001841727 ; 1mW ; -3 ; 0.23836561 ; 238.36561000000000000000
Signal ;1485 ; 5915 ; 6020.000 ; 169.06170752324598000000 ; 166.11295681063122923000 ; 176 ; 1103.558 ; 2254.298 ; 176 ; 1103.558 ; 291 ; 1576.512 ; W ; 0 ; 2.51736e-04 ; 251,73600000000001841727 ; 1mW ; -3 ; 0.23836561 ; 238.36561000000000000000
Signal ;1385 ; 5915 ; 6020.000 ; 169.06170752324598000000 ; 166.11295681063122923000 ; 176 ; 1103.558 ; 2254.298 ; 176 ; 1103.558 ; 291 ; 1576.512 ; W ; 0 ; 2.51736e-04 ; 251,73600000000001841727 ; 1mW ; -3 ; 0.23836561 ; 238.36561000000000000000
Signal ;1285 ; 5915 ; 6020.000 ; 169.06170752324598000000 ; 166.11295681063122923000 ; 176 ; 1103.558 ; 2254.298 ; 176 ; 1103.558 ; 291 ; 1576.512 ; W ; 0 ; 2.51736e-04 ; 251,73600000000001841727 ; 1mW ; -3 ; 0.23836561 ; 238.36561000000000000000
Signal ;1185 ; 5915 ; 6020.000 ; 169.06170752324598000000 ; 166.11295681063122923000 ; 176 ; 1103.558 ; 2254.298 ; 176 ; 1103.558 ; 291 ; 1576.512 ; W ; 0 ; 2.51736e-04 ; 251,73600000000001841727 ; 1mW ; -3 ; 0.23836561 ; 238.36561000000000000000
Signal ;1085 ; 5915 ; 6020.000 ; 169.06170752324598000000 ; 166.11295681063122923000 ; 176 ; 1103.558 ; 2254.298 ; 176 ; 1103.558 ; 291 ; 1576.512 ; W ; 0 ; 2.51736e-04 ; 251,73600000000001841727 ; 1mW ; -3 ; 0.23836561 ; 238.36561000000000000000
Signal ;985 ; 5915 ; 6020.000 ; 169.06170752324598000000 ; 166.11295681063122923000 ; 176 ; 1103.558 ; 2254.298 ; 176 ; 1103.558 ; 291 ; 1576.512 ; W ; 0 ; 2.51736e-04 ; 251,73600000000001841727 ; 1mW ; -3 ; 0.23836561 ; 238.36561000000000000000
Signal ;885 ; 5915 ; 6020.000 ; 169.06170752324598000000 ; 166.11295681063122923000 ; 176 ; 1103.558 ; 2254.298 ; 176 ; 1103.558 ; 291 ; 1576.512 ; W ; 0 ; 2.51736e-04 ; 251,73600000000001841727 ; 1mW ; -3 ; 0.23836561 ; 238.36561000000000000000
Signal ;785 ; 5915 ; 6020.000 ; 169.06170752324598000000 ; 166.11295681063122923000 ; 176 ; 1103.558 ; 2254.298 ; 176 ; 1103.558 ; 291 ; 1576.512 ; W ; 0 ; 2.51736e-04 ; 251,73600000000001841727 ; 1mW ; -3 ; 0.23836561 ; 238.36561000000000000000
Signal ;685 ; 5915 ; 6020.000 ; 169.06170752324598000000 ; 166.11295681063122923000 ; 176 ; 1103.558 ; 2254.298 ; 176 ; 1103.558 ; 291 ; 1576.512 ; W ; 0 ; 2.51736e-04 ; 251,73600000000001841727 ; 1mW ; -3 ; 0.23836561 ; 238.36561000000000000000
Signal ;585 ; 5915 ; 6020.000 ; 169.06170752324598000000 ; 166.11295681063122923000 ; 176 ; 1103.558 ; 2254.298 ; 176 ; 1103.558 ; 291 ; 1576.512 ; W ; 0 ; 2.51736e-04 ; 251,73600000000001841727 ; 1mW ; -3 ; 0.23836561 ; 238.36561000000000000000
Signal ;485 ; 5915 ; 6020.000 ; 169.06170752324598000000 ; 166.11295681063122923000 ; 176 ; 1103.558 ; 2254.298 ; 176 ; 1103.558 ; 291 ; 1576.512 ; W ; 0 ; 2.51736e-04 ; 251,73600000000001841727 ; 1mW ; -3 ; 0.23836561 ; 238.36561000000000000000
Signal ;385 ; 5915 ; 6020.000 ; 169.06170752324598000000 ; 166.11295681063122923000 ; 176 ; 1103.558 ; 2254.298 ; 176 ; 1103.558 ; 291 ; 1576.512 ; W ; 0 ; 2.51736e-04 ; 251,73600000000001841727 ; 1mW ; -3 ; 0.23836561 ; 238.36561000000000000000
Signal ;285 ; 5915 ; 6020.000 ; 169.06170752324598000000 ; 166.11295681063122923000 ; 176 ; 1103.558 ; 2254.298 ; 176 ; 1103.558 ; 291 ; 1576.512 ; W ; 0 ; 2.51736e-04 ; 251,73600000000001841727 ; 1mW ; -3 ; 0.23836561 ; 238.36561000000000000000
Signal ;185 ; 5915 ; 6020.000 ; 169.06170752324598000000 ; 166.11295681063122923000 ; 176 ; 1103.558 ; 2254.298 ; 176 ; 1103.558 ; 291 ; 1576.512 ; W ; 0 ; 2.51736e-04 ; 251,73600000000001841727 ; 1mW ; -3 ; 0.23836561 ; 238.36561000000000000000
Signal ;1 ; 5999 ; 5978.000 ; 166.69444907484580000000 ; 167.28002676480428236000 ; 161 ; 1086.042 ; 2126.354 ; 161 ; 1086.042 ; 265 ; 1558.995 ; W ; 0 ; 2.56884e-04 ; 256,88399999999995770850 ; 1mW ; -3 ; 0.24208963 ; 242.08963000000000000000
Signal ;46 ; 5854 ; 5889.000 ; 170.82336863682951000000 ; 169.80811682798437765000 ; 176 ; 1106.061 ; 2256.801 ; 176 ; 1106.061 ; 288 ; 1594.029 ; W ; 0 ; 2.52079e-04 ; 252,07900000000000773070 ; 1mW ; -3 ; 0.23822522 ; 238.22522000000000000000
Signal ;0 ; 5800 ; 5758.000 ; 172.41379310344827000000 ; 173.67141368530739840000 ; 157 ; 1048.506 ; 2073.677 ; 157 ; 1048.506 ; 269 ; 1506.445 ; W ; 0 ; 2.50721e-04 ; 250,72099999999997521627 ; 1mW ; -3 ; 0.23647697 ; 236.47697000000000000000
Signal ;2 ; 5698 ; 5673.000 ; 175.50017550017550000000 ; 176.27357659086902873000 ; 161 ; 1091.046 ; 2128.139 ; 161 ; 1091.046 ; 264 ; 1558.995 ; W ; 0 ; 2.55842e-04 ; 255,84199999999998453859 ; 1mW ; -3 ; 0.24178090 ; 241.78090000000000000000
Signal ;32 ; 5568 ; 5515.000 ; 179.59770114942528000000 ; 181.32366273798730734000 ; 180 ; 1117.322 ; 2286.510 ; 180 ; 1124.829 ; 301 ; 1611.546 ; W ; 0 ; 2.53379e-04 ; 253,37899999999996225597 ; 1mW ; -3 ; 0.24120979 ; 241.20979000000000000000
Signal ;1 ; 5499 ; 5413.000 ; 181.85124568103291000000 ; 184.74043968224644374000 ; 184 ; 1127.331 ; 2257.187 ; 170 ; 1074.781 ; 290 ; 1611.546 ; W ; 0 ; 2.57565e-04 ; 257,56499999999999772626 ; 1mW ; -3 ; 0.23962575 ; 239.62575000000000000000
Signal ;5 ; 5395 ; 5363.000 ; 185.35681186283595000000 ; 186.46280067126608241000 ; 187 ; 1136.090 ; 2333.907 ; 185 ; 1128.582 ; 297 ; 1629.062 ; W ; 0 ; 2.54835e-04 ; 254,83500000000003637979 ; 1mW ; -3 ; 0.24050015 ; 240.50015000000000000000
Signal ;2 ; 5298 ; 5289.000 ; 188.75047187617969000000 ; 189.07165815844204953000 ; 176 ; 1108.563 ; 2212.835 ; 176 ; 1108.563 ; 297 ; 1594.029 ; W ; 0 ; 2.59040e-04 ; 259,03999999999996362021 ; 1mW ; -3 ; 0.24421703 ; 244.21703000000000000000
